APP_ID_C,target
app_108941,0.01333340127031181
app_108942,0.008187037243649942
app_108943,0.03547148861411022
app_108944,0.02179336743167062
app_108945,0.010576162456205919
app_108946,0.010570486657221836
app_108947,0.02474781462535589
app_108948,0.01056543117352446
app_108949,0.010576162456205919
app_108950,0.028351604145171135
app_108951,0.0012861260540883081
app_108952,0.02474781462535589
app_108953,0.03209606924828378
app_108954,0.00881882510526352
app_108955,0.00888272066719916
app_108956,0.042640602009400626
app_108957,0.012516494231990886
app_108958,0.020799076718800907
app_108959,0.010576162456205919
app_108960,0.03537714022783678
app_108961,0.012028633322702735
app_108962,0.0012542596888562843
app_108963,0.004428644104268683
app_108964,0.008579364595866399
app_108965,0.009509044279664867
app_108966,0.025365451748208014
app_108967,0.02179336743167062
app_108968,0.020142882809271543
app_108969,0.010322928834749962
app_108970,0.015203183569373993
app_108971,0.013529791684363995
app_108972,0.009071353320516637
app_108973,0.02032720778251128
app_108974,0.019448893873988637
app_108975,0.029880560842145052
app_108976,0.034950758981851904
app_108977,0.003314817198100247
app_108978,0.008664393280894354
app_108979,0.007044769559231815
app_108980,0.00304129592227778
app_108981,0.025365451748208014
app_108982,0.01636147469329581
app_108983,0.025365451748208014
app_108984,0.014690695147081259
app_108985,0.006911053218247083
app_108986,0.0012279931518589975
app_108987,0.01652171877746435
app_108988,0.025365451748208014
app_108989,0.025365451748208014
app_108990,0.0022843824800069757
app_108991,0.005463818900095992
app_108992,0.01952669410653139
app_108993,0.05487522528131375
app_108994,0.03030661631779116
app_108995,0.011038290390645359
app_108996,0.025365451748208014
app_108997,0.03220746188298859
app_108998,0.024734528164819917
app_108999,0.09246141016686052
app_109000,0.006623298259562875
app_109001,0.04281009207613558
app_109002,0.030878493684896417
app_109003,0.03652100072616911
app_109004,0.025365451748208014
app_109005,0.0664823855122834
app_109006,0.013250529466941795
app_109007,0.025365451748208014
app_109008,0.0024127908895615214
app_109009,0.007585871611837969
app_109010,0.007339452259114723
app_109011,0.025053184582147427
app_109012,0.016427676097850674
app_109013,0.014091720234872608
app_109014,0.02474781462535589
app_109015,0.002199591121360793
app_109016,0.007051683862257292
app_109017,0.02828873390408707
app_109018,0.005907057932218264
app_109019,0.0015382094067351321
app_109020,0.03177546902840616
app_109021,0.011467200243484781
app_109022,0.003779587034570113
app_109023,0.0032696260629201637
app_109024,0.013118390895921869
app_109025,0.013935518543253318
app_109026,0.03847397418099085
app_109027,0.002832160628769929
app_109028,0.008541512896046774
app_109029,0.0020379359252689646
app_109030,0.0041036195449730695
app_109031,0.015158734440116655
app_109032,0.008894708074762944
app_109033,0.014626757200089647
app_109034,0.025365451748208014
app_109035,0.028041226586726812
app_109036,0.048448899573784746
app_109037,0.0030699581884560496
app_109038,0.010370152867942042
app_109039,0.004691288759812729
app_109040,0.025468102343475674
app_109041,0.0036420272914073513
app_109042,0.010576162456205919
app_109043,0.006477678038221525
app_109044,0.010576162456205919
app_109045,0.009526365541241817
app_109046,0.010729248644154952
app_109047,0.03588812989300392
app_109048,0.019087806045127276
app_109049,0.01995511488658153
app_109050,0.017535571184454975
app_109051,0.025365451748208014
app_109052,0.02179336743167062
app_109053,0.02179336743167062
app_109054,0.012028633322702735
app_109055,0.006618958487369047
app_109056,0.006654159663812498
app_109057,0.039987374328236486
app_109058,0.01177454053348939
app_109059,0.04757520419662105
app_109060,0.005759977979723649
app_109061,0.0031659765554274935
app_109062,0.12558527589619617
app_109063,0.025365451748208014
app_109064,0.09504326577549266
app_109065,0.010576162456205919
app_109066,0.016104495888387596
app_109067,0.025365451748208014
app_109068,0.007685794706586699
app_109069,0.008405561303294631
app_109070,0.025365451748208014
app_109071,0.007683325944865005
app_109072,0.015465002064437204
app_109073,0.0128143412211149
app_109074,0.008920701876038039
app_109075,0.010576162456205919
app_109076,0.01074224261125193
app_109077,0.018669706794757743
app_109078,0.0038739695433955786
app_109079,0.003401696633041499
app_109080,0.02179336743167062
app_109081,0.015322342271714553
app_109082,0.02251886386304083
app_109083,0.04878255773245226
app_109084,0.32093462689693864
app_109085,0.0039727752768511
app_109086,0.002051019966926125
app_109087,0.018645736382489838
app_109088,0.01713618272694201
app_109089,0.01219830245544177
app_109090,0.03403995367171208
app_109091,0.0022822010393373287
app_109092,0.00829307069548172
app_109093,0.02161818568404624
app_109094,0.016507741504849544
app_109095,0.025365451748208014
app_109096,0.010586642761691792
app_109097,0.02233895866762953
app_109098,0.02474781462535589
app_109099,0.0081701014582752
app_109100,0.019674251742758646
app_109101,0.014025464501088181
app_109102,0.023825432316244
app_109103,0.025365451748208014
app_109104,0.028395538283668493
app_109105,0.03489630572954312
app_109106,0.025365451748208014
app_109107,0.022666131259463537
app_109108,0.007795079813581217
app_109109,0.040513630794196266
app_109110,0.013550674600470013
app_109111,0.007708535318795666
app_109112,0.004585788022477461
app_109113,0.09934341188193398
app_109114,0.02320840411599136
app_109115,0.02823271117238274
app_109116,0.025277246011056034
app_109117,0.028694519408549602
app_109118,0.03834491658275912
app_109119,0.0017745543697381349
app_109120,0.04425627514226965
app_109121,0.004673042448733041
app_109122,0.010114844144559902
app_109123,0.028288418107481145
app_109124,0.006669764893952438
app_109125,0.0246850503706785
app_109126,0.015959325556427012
app_109127,0.025365451748208014
app_109128,0.012666818888975695
app_109129,0.029480146188660055
app_109130,0.024627226528589154
app_109131,0.006234848681620474
app_109132,0.10957783398742059
app_109133,0.010298918772337629
app_109134,0.0039921617497945565
app_109135,0.0067190726307224695
app_109136,0.02474781462535589
app_109137,0.019548396043641076
app_109138,0.007948257067888802
app_109139,0.006187187680152727
app_109140,0.03784692702815339
app_109141,0.028041226586726812
app_109142,0.003687110470001648
app_109143,0.0035217881181016106
app_109144,0.02686657813991072
app_109145,0.02474781462535589
app_109146,0.02205088834944273
app_109147,0.0762688049764533
app_109148,0.005907057932218264
app_109149,0.008379926811668709
app_109150,0.1314342576039366
app_109151,0.006470291481251116
app_109152,0.02865914542859481
app_109153,0.02233895866762953
app_109154,0.007475266239149014
app_109155,0.0009163104353125837
app_109156,0.03135492077393218
app_109157,0.0033092275125513808
app_109158,0.0015544117729049583
app_109159,0.015405287919126612
app_109160,0.012028633322702735
app_109161,0.012028633322702735
app_109162,0.030691819937938014
app_109163,0.011601808194792226
app_109164,0.010576162456205919
app_109165,0.014634474554984914
app_109166,0.006982606301185241
app_109167,0.013550674600470013
app_109168,0.0036241103746888492
app_109169,0.02896159322706445
app_109170,0.025365451748208014
app_109171,0.01385140282328089
app_109172,0.012988763786785696
app_109173,0.04057481538547064
app_109174,0.0030703162272814276
app_109175,0.021686855272698494
app_109176,0.02233895866762953
app_109177,0.012028633322702735
app_109178,0.01186778422759561
app_109179,0.03698818583358105
app_109180,0.028041226586726812
app_109181,0.018137423147819597
app_109182,0.025365451748208014
app_109183,0.017366119709141335
app_109184,0.01943015406352239
app_109185,0.01173231217651781
app_109186,0.00782682731548791
app_109187,0.01947183998914687
app_109188,0.05902215603323324
app_109189,0.00794552148915076
app_109190,0.02773107999149144
app_109191,0.012965940230400297
app_109192,0.025365451748208014
app_109193,0.00480009717645216
app_109194,0.018307189158730083
app_109195,0.013340790804922207
app_109196,0.022803235746161846
app_109197,0.03310995552693185
app_109198,0.011163850238601586
app_109199,0.0012209583509211423
app_109200,0.004631484877229008
app_109201,0.025365451748208014
app_109202,0.04997748353169466
app_109203,0.012028633322702735
app_109204,0.02002415149092445
app_109205,0.015378902293165754
app_109206,0.007864179238830525
app_109207,0.035119843189275954
app_109208,0.00660947126522999
app_109209,0.010576162456205919
app_109210,0.016009312536555218
app_109211,0.007732445935513487
app_109212,0.007223834634981585
app_109213,0.021207163148916946
app_109214,0.01578477384019383
app_109215,0.007872874007719587
app_109216,0.010155980308615663
app_109217,0.025365451748208014
app_109218,0.0034039688559396298
app_109219,0.039352807908524974
app_109220,0.009894498044900574
app_109221,0.012028633322702735
app_109222,0.010918245886751176
app_109223,0.007609442942481683
app_109224,0.017792609867511633
app_109225,0.02179336743167062
app_109226,0.12271509621788416
app_109227,0.002224497396830476
app_109228,0.017484185306050122
app_109229,0.0018552317291667172
app_109230,0.03210101908250857
app_109231,0.02002415149092445
app_109232,0.06290521688375944
app_109233,0.001530125162878867
app_109234,0.008744827005210846
app_109235,0.025365451748208014
app_109236,0.028509798980954473
app_109237,0.02132031867232515
app_109238,0.025365451748208014
app_109239,0.025365451748208014
app_109240,0.012780909813106459
app_109241,0.00637365705096532
app_109242,0.028607476068223014
app_109243,0.0029312168628683375
app_109244,0.018781149163524954
app_109245,0.005687096205557936
app_109246,0.0033852939552543875
app_109247,0.025365451748208014
app_109248,0.027229701560364156
app_109249,0.0028053215724949754
